"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10733","Registration with valid data but different passwords / TC 003","webkit","Mon Mar 17 10:01:25 GMT 2025","passed","Mon Mar 17 10:01:36 GMT 2025","Register","test/register.spec.ts","",""
"","10004","Password recovery with a valid email but without an activated account / TC 005","webkit","Mon Mar 17 10:01:18 GMT 2025","passed","Mon Mar 17 10:01:28 GMT 2025","","test/lostPassword.spec.ts","",""
"","4387","Registration with empty fields / TC 002","webkit","Mon Mar 17 10:01:23 GMT 2025","passed","Mon Mar 17 10:01:28 GMT 2025","Register","test/register.spec.ts","",""
"","4112","Login with a valid data, but without an activated account / TC 004","chromium","Mon Mar 17 10:00:54 GMT 2025","passed","Mon Mar 17 10:00:58 GMT 2025","","test/login.spec.ts","",""
"","3141","Registration with empty fields / TC 002","chromium","Mon Mar 17 10:00:55 GMT 2025","passed","Mon Mar 17 10:00:58 GMT 2025","Register","test/register.spec.ts","",""
"","7611","Registration with valid data / TC 001","chromium","Mon Mar 17 10:00:55 GMT 2025","passed","Mon Mar 17 10:01:02 GMT 2025","Register","test/register.spec.ts","",""
"","11829","Registration with valid data / TC 001","webkit","Mon Mar 17 10:01:22 GMT 2025","passed","Mon Mar 17 10:01:34 GMT 2025","Register","test/register.spec.ts","",""
"","7299","Password recovery with a valid email but without an activated account / TC 005","chromium","Mon Mar 17 10:00:54 GMT 2025","passed","Mon Mar 17 10:01:02 GMT 2025","","test/lostPassword.spec.ts","",""
"","10281","Registration with valid data but different passwords / TC 003","firefox","Mon Mar 17 10:01:10 GMT 2025","passed","Mon Mar 17 10:01:21 GMT 2025","Register","test/register.spec.ts","",""
"","7235","Login with a valid data, but without an activated account / TC 004","webkit","Mon Mar 17 10:01:18 GMT 2025","passed","Mon Mar 17 10:01:25 GMT 2025","","test/login.spec.ts","",""
"","7349","Registration with valid data but different passwords / TC 003","chromium","Mon Mar 17 10:00:58 GMT 2025","passed","Mon Mar 17 10:01:05 GMT 2025","Register","test/register.spec.ts","",""
"","12885","Registration with valid data / TC 001","firefox","Mon Mar 17 10:01:03 GMT 2025","passed","Mon Mar 17 10:01:16 GMT 2025","Register","test/register.spec.ts","",""
"","7646","Registration with empty fields / TC 002","firefox","Mon Mar 17 10:01:06 GMT 2025","passed","Mon Mar 17 10:01:14 GMT 2025","Register","test/register.spec.ts","",""
"","9238","Login with a valid data, but without an activated account / TC 004","firefox","Mon Mar 17 10:01:00 GMT 2025","passed","Mon Mar 17 10:01:09 GMT 2025","","test/login.spec.ts","",""
"","11016","Password recovery with a valid email but without an activated account / TC 005","firefox","Mon Mar 17 10:01:03 GMT 2025","passed","Mon Mar 17 10:01:14 GMT 2025","","test/lostPassword.spec.ts","",""
