"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10443","Login with a valid data, but without an activated account / TC 004","firefox","Mon Mar 17 10:08:55 GMT 2025","passed","Mon Mar 17 10:09:05 GMT 2025","","test/login.spec.ts","",""
"","6643","Registration with valid data / TC 1","webkit","Mon Mar 17 14:42:37 GMT 2025","passed","Mon Mar 17 14:42:43 GMT 2025","Register","test/register.spec.ts","",""
"","6766","Login with a valid data, but without an activated account / TC 4","firefox","Mon Mar 17 14:42:20 GMT 2025","passed","Mon Mar 17 14:42:27 GMT 2025","","test/login.spec.ts","",""
"","11503","Registration with empty fields / TC 002","webkit","Mon Mar 17 10:09:20 GMT 2025","passed","Mon Mar 17 10:09:31 GMT 2025","Register","test/register.spec.ts","",""
"","10392","Registration with valid data but different passwords / TC 003","firefox","Mon Mar 17 10:09:07 GMT 2025","passed","Mon Mar 17 10:09:17 GMT 2025","Register","test/register.spec.ts","",""
"","5928","Password recovery with a valid email but without an activated account / TC 5","chromium","Mon Mar 17 14:42:15 GMT 2025","passed","Mon Mar 17 14:42:21 GMT 2025","","test/lostPassword.spec.ts","",""
"","2909","Registration with empty fields / TC 002","chromium","Mon Mar 17 10:08:51 GMT 2025","passed","Mon Mar 17 10:08:54 GMT 2025","Register","test/register.spec.ts","",""
"","12133","Registration with valid data but different passwords / TC 003","chromium","Mon Mar 17 10:08:54 GMT 2025","passed","Mon Mar 17 10:09:06 GMT 2025","Register","test/register.spec.ts","",""
"","5641","Registration with valid data but different passwords / TC 3","chromium","Mon Mar 17 14:42:19 GMT 2025","passed","Mon Mar 17 14:42:24 GMT 2025","Register","test/register.spec.ts","",""
"","11271","Registration with valid data / TC 001","chromium","Mon Mar 17 10:08:51 GMT 2025","passed","Mon Mar 17 10:09:02 GMT 2025","Register","test/register.spec.ts","",""
"","11111","Registration with valid data / TC 001","firefox","Mon Mar 17 10:09:04 GMT 2025","passed","Mon Mar 17 10:09:15 GMT 2025","Register","test/register.spec.ts","",""
"","6586","Password recovery with a valid email but without an activated account / TC 5","webkit","Mon Mar 17 14:42:36 GMT 2025","passed","Mon Mar 17 14:42:42 GMT 2025","","test/lostPassword.spec.ts","",""
"","6806","Registration with empty fields / TC 002","firefox","Mon Mar 17 10:09:07 GMT 2025","passed","Mon Mar 17 10:09:14 GMT 2025","Register","test/register.spec.ts","",""
"","7516","Password recovery with a valid email but without an activated account / TC 005","chromium","Mon Mar 17 10:08:51 GMT 2025","passed","Mon Mar 17 10:08:58 GMT 2025","","test/lostPassword.spec.ts","",""
"","4368","Login with a valid data, but without an activated account / TC 4","webkit","Mon Mar 17 14:42:35 GMT 2025","passed","Mon Mar 17 14:42:40 GMT 2025","","test/login.spec.ts","",""
"","5700","Registration with valid data but different passwords / TC 3","firefox","Mon Mar 17 14:42:29 GMT 2025","passed","Mon Mar 17 14:42:34 GMT 2025","Register","test/register.spec.ts","",""
"","2918","Login with a valid data, but without an activated account / TC 004","chromium","Mon Mar 17 10:08:51 GMT 2025","passed","Mon Mar 17 10:08:54 GMT 2025","","test/login.spec.ts","",""
"","10493","Password recovery with a valid email but without an activated account / TC 005","webkit","Mon Mar 17 10:09:18 GMT 2025","passed","Mon Mar 17 10:09:29 GMT 2025","","test/lostPassword.spec.ts","",""
"","9356","Registration with valid data / TC 1","firefox","Mon Mar 17 14:42:24 GMT 2025","passed","Mon Mar 17 14:42:33 GMT 2025","Register","test/register.spec.ts","",""
"","2962","Registration with empty fields / TC 2","chromium","Mon Mar 17 14:42:15 GMT 2025","passed","Mon Mar 17 14:42:18 GMT 2025","Register","test/register.spec.ts","",""
"","6605","Registration with valid data but different passwords / TC 3","webkit","Mon Mar 17 14:42:40 GMT 2025","passed","Mon Mar 17 14:42:47 GMT 2025","Register","test/register.spec.ts","",""
"","6844","Registration with valid data / TC 1","chromium","Mon Mar 17 14:42:15 GMT 2025","passed","Mon Mar 17 14:42:22 GMT 2025","Register","test/register.spec.ts","",""
"","9735","Login with a valid data, but without an activated account / TC 004","webkit","Mon Mar 17 10:09:14 GMT 2025","passed","Mon Mar 17 10:09:23 GMT 2025","","test/login.spec.ts","",""
"","10016","Password recovery with a valid email but without an activated account / TC 005","firefox","Mon Mar 17 10:09:00 GMT 2025","passed","Mon Mar 17 10:09:10 GMT 2025","","test/lostPassword.spec.ts","",""
"","4738","Registration with empty fields / TC 2","webkit","Mon Mar 17 14:42:37 GMT 2025","passed","Mon Mar 17 14:42:42 GMT 2025","Register","test/register.spec.ts","",""
"","9714","Password recovery with a valid email but without an activated account / TC 5","firefox","Mon Mar 17 14:42:22 GMT 2025","passed","Mon Mar 17 14:42:32 GMT 2025","","test/lostPassword.spec.ts","",""
"","17020","Registration with valid data but different passwords / TC 003","webkit","Mon Mar 17 10:09:24 GMT 2025","passed","Mon Mar 17 10:09:41 GMT 2025","Register","test/register.spec.ts","",""
"","3856","Login with a valid data, but without an activated account / TC 4","chromium","Mon Mar 17 14:42:15 GMT 2025","passed","Mon Mar 17 14:42:19 GMT 2025","","test/login.spec.ts","",""
"","6045","Registration with empty fields / TC 2","firefox","Mon Mar 17 14:42:25 GMT 2025","passed","Mon Mar 17 14:42:31 GMT 2025","Register","test/register.spec.ts","",""
"","12415","Registration with valid data / TC 001","webkit","Mon Mar 17 10:09:18 GMT 2025","passed","Mon Mar 17 10:09:31 GMT 2025","Register","test/register.spec.ts","",""
